Lake Name,Townshiop,STN,Site ID,Site Description,Latitude (DMS),Longitude (DMS),Date (DD-MMM-YY),Chloride (mg/L)
L'AMABLE LAKE,FARADAY,2382,1,Deep spot,450104,774853,24-May-16,5.13
L'AMABLE LAKE,FARADAY,2382,1,Deep spot,450104,774853,29-May-17,5.51
LANE LAKE,SEGUIN,2483,1,"Mid lake, deep spot",452047,795544,24-Aug-17,1.47
LANE LAKE,SEGUIN,2483,1,"Mid lake, deep spot",452047,795544,21-May-19,1.50
LANG LAKE,CURTIN,2484,2,"Mid lake, deep spot",460955,813849,21-May-15,4.63
LANG LAKE,CURTIN,2484,2,"Mid lake, deep spot",460955,813849,16-May-16,4.88
LANG LAKE,CURTIN,2484,2,"Mid lake, deep spot",460955,813849,24-May-17,5.05
LANG LAKE,CURTIN,2484,2,"Mid lake, deep spot",460955,813849,21-May-18,4.77
LANG LAKE,CURTIN,2484,2,"Mid lake, deep spot",460955,813849,15-May-19,4.80
LASSWADE LAKE,N KAWARTHA,2496,1,"Mid Lake, deep spot",444626,775958,29-Apr-15,2.27
LASSWADE LAKE,N KAWARTHA,2496,1,"Mid Lake, deep spot",444626,775958,22-Apr-16,2.58
LASSWADE LAKE,N KAWARTHA,2496,1,"Mid Lake, deep spot",444626,775958,14-May-17,2.13
LASSWADE LAKE,N KAWARTHA,2496,1,"Mid Lake, deep spot",444626,775958,15-May-18,1.99
LE GROU LAKE,EAST MILLS,7181,1,"S/E end, deep spot",455104,795451,31-May-15,0.22
LE GROU LAKE,EAST MILLS,7181,1,"S/E end, deep spot",455104,795451,03-Jun-16,0.20
LE GROU LAKE,EAST MILLS,7181,1,"S/E end, deep spot",455104,795451,01-Jun-17,0.20
LE GROU LAKE,EAST MILLS,7181,1,"S/E end, deep spot",455104,795451,04-Jun-18,0.27
LE GROU LAKE,EAST MILLS,7181,1,"S/E end, deep spot",455104,795451,27-May-19,0.20
LENA LAKE,JAFFRAY-MELICK,7684,1,"Mid lake, deep spot",495343,942501,12-May-20,0.44
LEONARD LAKE,MONCK,2540,1,"Stn 1, N end",450453,792641,29-May-19,4.80
LEONARD LAKE,MONCK,2540,2,"Stn 2, S end",450357,792634,29-May-19,5.10
LEONARD LAKE,MONCK,2540,2,"Stn 2, S end",450357,792634,29-Jun-19,4.32
LEONARD LAKE,MONCK,2540,4,"Mid Lake, Deep Spot",450428,792637,11-May-15,4.70
LEONARD LAKE,MONCK,2540,4,"Mid Lake, Deep Spot",450428,792637,22-May-16,4.61
LEONARD LAKE,MONCK,2540,4,"Mid Lake, Deep Spot",450428,792637,11-May-17,4.53
LEONARD LAKE,MONCK,2540,4,"Mid Lake, Deep Spot",450428,792637,29-May-19,4.80
LIMERICK LAKE (BASS),LIMERICK,6471,3,"Mid Lake, deep spot",445336,773700,30-May-15,1.55
LIMERICK LAKE (BASS),LIMERICK,6471,3,"Mid Lake, deep spot",445336,773700,22-May-16,1.39
LIMERICK LAKE (BASS),LIMERICK,6471,3,"Mid Lake, deep spot",445336,773700,27-May-17,1.54
LIMERICK LAKE (BASS),LIMERICK,6471,3,"Mid Lake, deep spot",445336,773700,20-May-18,1.08
LIMERICK LAKE (BASS),LIMERICK,6471,3,"Mid Lake, deep spot",445336,773700,19-May-19,1.20
LIMERICK LAKE (BASS),LIMERICK,6471,3,"Mid Lake, deep spot",445336,773700,28-May-20,1.38
LIMESTONE LAKE,SEGUIN,2557,5,Mid lake,453249,795541,05-Jul-20,20.50
LINGER LONG LAKE (NAPKEN),SEGUIN,2566,1,"Mid lake, deep spot",451755,795928,17-Aug-17,0.54
LINGER LONG LAKE (NAPKEN),SEGUIN,2566,1,"Mid lake, deep spot",451755,795928,30-May-19,0.40
LIONESS LAKE,SEGUIN,2572,1,"Mid lake, deep spot",451836,795142,08-Jun-18,0.37
LIPSY LAKE,GUILFORD,2574,2,"Mid-lake, deep spot",451025,783806,07-Jun-15,0.46
LIPSY LAKE,GUILFORD,2574,2,"Mid-lake, deep spot",451025,783806,09-Jul-19,0.60
LITTLE BOSHKUNG LAKE,ANSON,2594,2,"Mid lake, deep spot",450219,784315,08-Jun-16,3.14
LITTLE BOSHKUNG LAKE,ANSON,2594,2,"Mid lake, deep spot",450219,784315,08-Jun-16,3.14
LITTLE BOSHKUNG LAKE,ANSON,2594,2,"Mid lake, deep spot",450219,784315,09-Jul-18,3.83
LITTLE BOSHKUNG LAKE,ANSON,2594,2,"Mid lake, deep spot",450219,784315,09-Jun-19,4.30
LITTLE CAMERON LAKE (THIRD),STANHOPE,2600,1,"Mid lake, deep spot",450700,783900,18-May-15,1.14
LITTLE CAMERON LAKE (THIRD),STANHOPE,2600,1,"Mid lake, deep spot",450700,783900,20-May-16,1.03
LITTLE CAMERON LAKE (THIRD),STANHOPE,2600,1,"Mid lake, deep spot",450700,783900,31-May-17,0.97
LITTLE CAMERON LAKE (THIRD),STANHOPE,2600,1,"Mid lake, deep spot",450700,783900,21-May-18,1.47
LITTLE CAMERON LAKE (THIRD),STANHOPE,2600,1,"Mid lake, deep spot",450700,783900,29-May-19,1.20
LITTLE CAMERON LAKE (THIRD),STANHOPE,2600,1,"Mid lake, deep spot",450700,783900,13-May-20,1.35
LITTLE CANNING LAKE,MINDEN,7080,1,Stn 1-Little Canning,445542,784010,18-May-15,5.40
LITTLE CANNING LAKE,MINDEN,7080,1,Stn 1-Little Canning,445542,784010,15-May-16,6.17
LITTLE CANNING LAKE,MINDEN,7080,1,Stn 1-Little Canning,445542,784010,14-May-17,7.59
LITTLE CANNING LAKE,MINDEN,7080,1,Stn 1-Little Canning,445542,784010,13-May-18,8.58
LITTLE CANNING LAKE,MINDEN,7080,1,Stn 1-Little Canning,445542,784010,02-Jun-19,9.60
LITTLE CANNING LAKE,MINDEN,7080,1,Stn 1-Little Canning,445542,784010,19-May-20,10.00
LITTLE CLAM LAKE,BETHUNE,2610,1,"Mid Lake, deep spot",453200,790900,02-Jun-15,0.60
LITTLE CLAM LAKE,BETHUNE,2610,1,"Mid Lake, deep spot",453200,790900,31-May-16,0.71
LITTLE CLAM LAKE,BETHUNE,2610,1,"Mid Lake, deep spot",453200,790900,07-Jun-17,0.96
LITTLE CLAM LAKE,BETHUNE,2610,1,"Mid Lake, deep spot",453200,790900,03-Jun-18,0.99
LITTLE CLAM LAKE,BETHUNE,2610,1,"Mid Lake, deep spot",453200,790900,03-Jun-19,1.00
LITTLE ESSON LAKE (CEDAR),MONMOUTH,2630,3,"Mid Lake, deep spot",450214,781541,23-May-16,0.81
LITTLE ESSON LAKE (CEDAR),MONMOUTH,2630,3,"Mid Lake, deep spot",450214,781541,20-Jun-17,0.47
LITTLE ESSON LAKE (CEDAR),MONMOUTH,2630,3,"Mid Lake, deep spot",450214,781541,12-Jun-18,0.46
LITTLE ESSON LAKE (CEDAR),MONMOUTH,2630,3,"Mid Lake, deep spot",450214,781541,19-May-19,0.50
LITTLE GLAMOR LAKE,MONMOUTH,2636,1,"Mid Lake, deep spot",445839,782200,24-May-15,1.78
LITTLE GLAMOR LAKE,MONMOUTH,2636,1,"Mid Lake, deep spot",445839,782200,24-May-16,1.92
LITTLE GLAMOR LAKE,MONMOUTH,2636,1,"Mid Lake, deep spot",445839,782200,14-Jun-17,2.31
LITTLE GLAMOR LAKE,MONMOUTH,2636,1,"Mid Lake, deep spot",445839,782200,03-Jun-18,2.43
LITTLE GLAMOR LAKE,MONMOUTH,2636,1,"Mid Lake, deep spot",445839,782200,22-May-20,2.66
LITTLE HAWK LAKE,STANHOPE,2645,1,"N end, deep spot",450930,784214,24-May-15,0.43
LITTLE HAWK LAKE,STANHOPE,2645,1,"N end, deep spot",450930,784214,23-May-16,0.43
LITTLE HAWK LAKE,STANHOPE,2645,1,"N end, deep spot",450930,784214,22-May-17,0.41
LITTLE HAWK LAKE,STANHOPE,2645,1,"N end, deep spot",450930,784214,23-May-18,0.39
LITTLE HAWK LAKE,STANHOPE,2645,1,"N end, deep spot",450930,784214,30-May-19,0.40
LITTLE JOHN LAKE,"LOUGHBOROUGH, PORTLAND",7473,1,"Mid lake, deep spot",443094,763753,24-Jun-18,11.80
LITTLE JOHN LAKE,"LOUGHBOROUGH, PORTLAND",7473,1,"Mid lake, deep spot",443094,763753,16-Jun-19,14.30
LITTLE JOHN'S SISTER LAKE,"LOUGHBOROUGH, PORTLAND",7468,1,deep basin,443083,763752,24-Jun-18,12.10
LITTLE JOHN'S SISTER LAKE,"LOUGHBOROUGH, PORTLAND",7468,1,deep basin,443083,763752,16-Jun-19,15.10
LITTLE KENNISIS LAKE,HAVELOCK,2655,1,"Mid Lake, deep spot",451515,783557,09-May-15,0.48
LITTLE KENNISIS LAKE,HAVELOCK,2655,1,"Mid Lake, deep spot",451515,783557,23-May-16,0.50
LITTLE KENNISIS LAKE,HAVELOCK,2655,1,"Mid Lake, deep spot",451515,783557,20-May-17,0.38
LITTLE KENNISIS LAKE,HAVELOCK,2655,1,"Mid Lake, deep spot",451515,783557,14-May-18,0.39
LITTLE KENNISIS LAKE,HAVELOCK,2655,1,"Mid Lake, deep spot",451515,783557,23-Jun-19,0.40
LITTLE KENNISIS LAKE,HAVELOCK,2655,1,"Mid Lake, deep spot",451515,783557,17-May-20,7.79
LITTLE LAKE,BAXTER,7261,1,Deep spot,445335,792803,05-Jun-18,29.50
LITTLE LAKE,Municipality of Northern Bruce Peninsula,7645,1,"Mid lake, deep spot",445734,811308,22-May-16,5.42
LITTLE LAKE,Municipality of Northern Bruce Peninsula,7645,1,"Mid lake, deep spot",445734,811308,27-May-17,5.49
LITTLE LAKE JOSEPH,SEGUIN,2660,4,"Mid lake, deep spot",451222,794112,29-May-19,8.80
LITTLE LONG LAKE,CARDWELL,4748,1,Deep spot,451434,793043,09-May-15,0.20
LITTLE LONG LAKE,CARDWELL,4748,1,Deep spot,451434,793043,30-Apr-16,0.33
LITTLE LONG LAKE,CARDWELL,4748,1,Deep spot,451434,793043,08-May-17,0.32
LITTLE LONG LAKE,CARDWELL,4748,1,Deep spot,451434,793043,07-May-18,0.59
LITTLE LONG LAKE,CARDWELL,4748,1,Deep spot,451434,793043,07-May-19,0.40
LITTLE LONG LAKE,CARDWELL,4748,1,Deep spot,451434,793043,27-Apr-20,0.46
LITTLE LONG LAKE,STORRINGTON,6986,1,"Mid Lake, deep spot",442700,763400,28-Jun-15,7.52
LITTLE LONG LAKE,STORRINGTON,6986,1,"Mid Lake, deep spot",442700,763400,22-Jul-15,7.31
LITTLE LONG LAKE,STORRINGTON,6986,1,"Mid Lake, deep spot",442700,763400,23-May-16,7.07
LITTLE LONG LAKE,STORRINGTON,6986,1,"Mid Lake, deep spot",442700,763400,30-Jun-17,6.55
LITTLE LONG LAKE,STORRINGTON,6986,1,"Mid Lake, deep spot",442700,763400,18-Jun-18,6.70
LITTLE LONG LAKE,STORRINGTON,6986,1,"Mid Lake, deep spot",442700,763400,07-Jun-19,7.70
LITTLE LONG LAKE,STORRINGTON,6986,1,"Mid Lake, deep spot",442700,763400,10-Jul-19,8.86
LITTLE LONG LAKE,STORRINGTON,6986,1,"Mid Lake, deep spot",442700,763400,26-May-20,7.11
LITTLE LONG LAKE,STORRINGTON,6986,1,"Mid Lake, deep spot",442700,763400,15-Jul-20,7.14
LITTLE LONG LAKE,STORRINGTON,6986,1,"Mid Lake, deep spot",442700,763400,25-Jul-20,5.96
LITTLE LONG LAKE,STORRINGTON,6986,1,"Mid Lake, deep spot",442700,763400,12-Aug-20,7.13
LITTLE LONG LAKE,STORRINGTON,6986,1,"Mid Lake, deep spot",442700,763400,12-Sep-20,6.26
LITTLE LONG LAKE,STORRINGTON,6986,1,"Mid Lake, deep spot",442700,763400,09-Oct-20,7.10
LITTLE LONG LAKE,N KAWARTHA,7388,1,Deep spot,444100,780850,08-May-15,0.48
LITTLE LONG LAKE,N KAWARTHA,7388,1,Deep spot,444100,780850,03-May-16,0.39
LITTLE LONG LAKE,N KAWARTHA,7388,1,Deep spot,444100,780850,18-Jun-17,0.33
LITTLE LONG LAKE,N KAWARTHA,7388,1,Deep spot,444100,780850,28-May-18,0.34
LITTLE LONG LAKE,N KAWARTHA,7388,1,Deep spot,444100,780850,09-Jun-19,0.40
LITTLE LONG LAKE,N KAWARTHA,7388,1,Deep spot,444100,780850,16-May-20,0.41
LITTLE POGAMASING LAKE,DENNIE,2700,1,Deep spot,465625,815343,16-May-15,0.28
LITTLE POGAMASING LAKE,DENNIE,2700,1,Deep spot,465625,815343,21-May-16,0.21
LITTLE POGAMASING LAKE,DENNIE,2700,1,Deep spot,465625,815343,27-May-17,0.20
LITTLE POGAMASING LAKE,DENNIE,2700,1,Deep spot,465625,815343,16-May-18,0.21
LITTLE POGAMASING LAKE,DENNIE,2700,1,Deep spot,465625,815343,25-May-19,0.20
LITTLE POGAMASING LAKE,DENNIE,2700,1,Deep spot,465625,815343,31-May-20,0.19
LITTLE REDSTONE LAKE,GUILFORD,2705,1,E Side of Island,451248,783343,24-May-15,0.35
LITTLE REDSTONE LAKE,GUILFORD,2705,1,E Side of Island,451248,783343,23-May-16,0.39
LITTLE REDSTONE LAKE,GUILFORD,2705,1,E Side of Island,451248,783343,20-May-17,0.28
LITTLE REDSTONE LAKE,GUILFORD,2705,1,E Side of Island,451248,783343,27-May-18,0.32
LITTLE REDSTONE LAKE,GUILFORD,2705,1,E Side of Island,451248,783343,08-Jun-19,0.30
LITTLE REDSTONE LAKE,GUILFORD,2705,1,E Side of Island,451248,783343,21-May-20,0.35
LITTLE SILVER LAKE,S SHERBROOKE,7085,1,MainChannel-DeepSpot,444759,762957,06-May-15,7.06
LITTLE SILVER LAKE,S SHERBROOKE,7085,1,MainChannel-DeepSpot,444759,762957,03-Jun-16,6.71
LITTLE SILVER LAKE,TRENT LAKES,7580,1,"Main Basin, Deep Spot",443967,783556,18-May-15,13.70
LITTLE STRAGGLE LAKE,DYSART ET AL,6987,1,"Mid Lake, deep spot",450733,781204,18-May-15,0.87
LITTLE STRAGGLE LAKE,DYSART ET AL,6987,1,"Mid Lake, deep spot",450733,781204,15-May-16,0.97
LITTLE STRAGGLE LAKE,DYSART ET AL,6987,1,"Mid Lake, deep spot",450733,781204,23-May-17,1.03
LITTLE STRAGGLE LAKE,DYSART ET AL,6987,1,"Mid Lake, deep spot",450733,781204,29-May-18,1.11
LITTLE STRAGGLE LAKE,DYSART ET AL,6987,1,"Mid Lake, deep spot",450733,781204,22-May-19,1.10
LITTLE TOMIKO LAKE,STEWART,2721,1,"Main basin, deep spot",463306,792333,12-Jul-16,0.18
LITTLE TOMIKO LAKE,STEWART,2721,1,"Main basin, deep spot",463306,792333,20-May-17,0.26
LITTLE TOMIKO LAKE,STEWART,2721,1,"Main basin, deep spot",463306,792333,03-Jun-18,0.22
LITTLE VERMILLION LAKE,UNORGANIZED,2730,3,MPCA4,481754,922458,27-Jun-19,0.20
LITTLE WHITEFISH LAKE,SEGUIN,2737,2,"E end, deep spot",451636,794711,18-May-15,3.38
LITTLE WHITEFISH LAKE,SEGUIN,2737,2,"E end, deep spot",451636,794711,21-May-16,3.80
LITTLE WHITEFISH LAKE,SEGUIN,2737,2,"E end, deep spot",451636,794711,30-Jul-17,3.93
LITTLE WHITEFISH LAKE,SEGUIN,2737,3,"Mid lake, deep spot, Site 3",451617,794647,24-May-19,4.10
LITTLE WHITEFISH LAKE,SEGUIN,2737,4,"West Bay, Deep spot",451637,794807,08-May-15,3.97
LITTLE WHITEFISH LAKE,SEGUIN,2737,4,"West Bay, Deep spot",451637,794807,01-May-16,4.07
LITTLE WHITEFISH LAKE,SEGUIN,2737,4,"West Bay, Deep spot",451637,794807,20-May-17,4.31
LITTLE WHITEFISH LAKE,SEGUIN,2737,4,"West Bay, Deep spot",451637,794807,14-May-18,4.27
LITTLE WHITEFISH LAKE,SEGUIN,2737,4,"West Bay, Deep spot",451637,794807,18-May-19,4.30
LITTLE WHITEFISH LAKE,SEGUIN,2737,4,"West Bay, Deep spot",451637,794807,18-May-20,4.52
LITTLE WHITEFISH LAKE,SEGUIN,2737,5,"Bass Bay, Deep spot",451617,794649,08-May-16,3.84
LITTLE WHITEFISH LAKE,SEGUIN,2737,5,"Bass Bay, Deep spot",451617,794649,11-Jun-17,4.40
LITTLE WHITEFISH LAKE,SEGUIN,2737,5,"Bass Bay, Deep spot",451617,794649,10-Jun-18,4.33
LITTLE WHITEFISH LAKE,SEGUIN,2737,5,"Bass Bay, Deep spot",451617,794649,01-Jun-19,4.20
LITTLE WHITEFISH LAKE,SEGUIN,2737,6,"Site 1, deep spot",451642,794816,21-Aug-17,4.19
LITTLE WHITEFISH LAKE,SEGUIN,2737,6,"Site 1, deep spot",451642,794816,24-May-19,4.20
LITTLE WHITEFISH LAKE,SEGUIN,2737,7,"Site 2, deep spot",451621,794822,16-May-19,3.90
LITTLE WHITEFISH LAKE,SEGUIN,2737,7,"Site 2, deep spot",451621,794822,24-May-19,12.80
LITTLE WHITEFISH LAKE,SEGUIN,2737,8,"Site 4, deep spot",451637,794707,24-May-19,4.20
LIVINGSTONE LAKE,LIVINGSTONE,2742,1,"Mid Lake, deep spot",452135,784307,28-May-15,0.57
LIVINGSTONE LAKE,LIVINGSTONE,2742,1,"Mid Lake, deep spot",452135,784307,23-May-16,0.57
LIVINGSTONE LAKE,LIVINGSTONE,2742,1,"Mid Lake, deep spot",452135,784307,23-May-17,0.65
LIVINGSTONE LAKE,LIVINGSTONE,2742,1,"Mid Lake, deep spot",452135,784307,21-May-18,0.67
LIVINGSTONE LAKE,LIVINGSTONE,2742,1,"Mid Lake, deep spot",452135,784307,18-May-19,0.60
LONG LAKE,LEEDS-THOUSAND IS,1231,1,"Mid Lake, deep spot",442926,760512,19-May-15,6.87
LONG LAKE,LEEDS-THOUSAND IS,1231,1,"Mid Lake, deep spot",442926,760512,16-Jun-16,7.50
LONG LAKE,LEEDS-THOUSAND IS,1231,1,"Mid Lake, deep spot",442926,760512,16-Jun-16,7.50
LONG LAKE,N KAWARTHA,2770,1,"Mid Lake, deep spot",444112,781052,08-May-15,0.98
LONG LAKE,N KAWARTHA,2770,1,"Mid Lake, deep spot",444112,781052,02-May-16,1.06
LONG LAKE,N KAWARTHA,2770,1,"Mid Lake, deep spot",444112,781052,17-May-17,1.06
LONG LAKE,N KAWARTHA,2770,1,"Mid Lake, deep spot",444112,781052,10-Jun-18,1.08
LONG LAKE,N KAWARTHA,2770,1,"Mid Lake, deep spot",444112,781052,20-May-19,1.00
LONG LAKE,N KAWARTHA,2770,1,"Mid Lake, deep spot",444112,781052,31-May-20,1.12
LONG LAKE,DUDLEY,2772,2,"E end, Mid-lake",450247,782127,09-May-15,1.09
LONG LAKE,DUDLEY,2772,2,"E end, Mid-lake",450247,782127,27-May-18,1.33
LONG LAKE,DUDLEY,2772,2,"E end, Mid-lake",450247,782127,01-Jun-19,1.40
LONG LAKE,DUDLEY,2772,2,"E end, Mid-lake",450247,782127,18-Oct-20,1.58
LONG LAKE,SEGUIN,2775,2,Deep Spot,451620,794433,17-May-18,1.18
LONG LAKE,SEGUIN,2777,1,"Mid lake, deep spot",452117,795423,28-May-19,1.10
LONG LAKE,"EDEN, BRODER",2784,8,"NE End, deep spot",462350,810239,06-May-15,31.40
LONG LAKE,"EDEN, BRODER",2784,8,"NE End, deep spot",462350,810239,10-May-16,33.60
LONG LAKE,"EDEN, BRODER",2784,8,"NE End, deep spot",462350,810239,12-May-17,38.70
LONG LAKE,"EDEN, BRODER",2784,8,"NE End, deep spot",462350,810239,12-May-18,32.50
LONG LAKE,"EDEN, BRODER",2784,8,"NE End, deep spot",462350,810239,12-May-19,42.80
LONG LAKE,"EDEN, BRODER",2784,8,"NE End, deep spot",462350,810239,06-May-20,46.70
LONG LAKE,HARCOURT,4251,1,"Mid Lake, deep spot",450233,782232,17-May-15,0.35
LONG LAKE,HARCOURT,4251,1,"Mid Lake, deep spot",450233,782232,22-May-16,0.40
LONG LAKE,HARCOURT,4251,1,"Mid Lake, deep spot",450233,782232,28-May-17,0.38
LONG LAKE,HARCOURT,4251,1,"Mid Lake, deep spot",450233,782232,08-Jul-18,0.40
LONG LAKE,HARCOURT,4251,1,"Mid Lake, deep spot",450233,782232,27-May-19,0.40
LONG LAKE,HARCOURT,4251,1,"Mid Lake, deep spot",450233,782232,17-Oct-20,0.42
LONG LAKE (BALA),WOOD,2773,1,"Mid Lake, deep spot",445949,793609,29-Jun-15,10.80
LONG LAKE (BALA),WOOD,2773,1,"Mid Lake, deep spot",445949,793609,18-Jun-16,10.10
LONG LAKE (BALA),WOOD,2773,1,"Mid Lake, deep spot",445949,793609,18-Jun-16,10.10
LONG LAKE (BALA),WOOD,2773,1,"Mid Lake, deep spot",445949,793609,24-Jun-18,9.71
LONG LAKE (BALA),WOOD,2773,1,"Mid Lake, deep spot",445949,793609,31-May-19,9.70
LONG LAKE (BALA),WOOD,2773,1,"Mid Lake, deep spot",445949,793609,16-May-20,10.00
LONGBOW LAKE,KIRKUP,7153,5,"Mid lake, deep spot",494310,941841,31-May-15,21.10
LONGBOW LAKE,KIRKUP,7153,5,"Mid lake, deep spot",494310,941841,03-Jul-18,22.00
LONGPINE LAKE,GUNDY,7154,1,Main Basin-deep spot,494728,950721,30-May-16,0.61
LONGPINE LAKE,GUNDY,7154,1,Main Basin-deep spot,494728,950721,06-Jun-17,0.54
LONGPINE LAKE,GUNDY,7154,1,Main Basin-deep spot,494728,950721,21-May-18,0.70
LONGPINE LAKE,GUNDY,7154,1,Main Basin-deep spot,494728,950721,19-May-19,0.90
LONGS LAKE (UTTERSON),HUNTSVILLE,6926,2,"Mid lake, deep spot",451224,792120,17-May-15,24.30
LONGS LAKE (UTTERSON),HUNTSVILLE,6926,2,"Mid lake, deep spot",451224,792120,26-May-18,37.90
LONGS LAKE (UTTERSON),HUNTSVILLE,6926,2,"Mid lake, deep spot",451224,792120,12-Jun-19,37.60
LONGS LAKE (UTTERSON),HUNTSVILLE,6926,2,"Mid lake, deep spot",451224,792120,19-Oct-20,36.00
LOON CALL LAKE,N KAWARTHA,2805,2,"Stn 2, W end",444411,780939,17-May-15,2.26
LOON CALL LAKE,N KAWARTHA,2805,2,"Stn 2, W end",444411,780939,23-May-16,2.27
LOON CALL LAKE,N KAWARTHA,2805,2,"Stn 2, W end",444411,780939,20-May-17,2.24
LOON CALL LAKE,N KAWARTHA,2805,2,"Stn 2, W end",444411,780939,20-May-18,1.89
LOON CALL LAKE,N KAWARTHA,2805,2,"Stn 2, W end",444411,780939,19-May-19,1.70
LOON LAKE,GRAVENHURST,2807,1,Tip of 3rd Island,445513,792557,19-May-15,29.40
LOON LAKE,GRAVENHURST,2807,1,Tip of 3rd Island,445513,792557,22-May-16,27.30
LOON LAKE,GRAVENHURST,2807,1,Tip of 3rd Island,445513,792557,20-May-17,28.00
LOON LAKE,GRAVENHURST,2807,1,Tip of 3rd Island,445513,792557,12-May-18,30.30
LOON LAKE,GRAVENHURST,2807,1,Tip of 3rd Island,445513,792557,19-May-19,29.40
LOON LAKE,GRAVENHURST,2807,1,Tip of 3rd Island,445513,792557,13-May-20,34.90
LOON LAKE,DYSART ET AL,2808,3,"Centre, deep spot",450044,782248,09-May-15,10.40
LOON LAKE,DYSART ET AL,2808,3,"Centre, deep spot",450044,782248,12-May-16,10.90
LOON LAKE,DYSART ET AL,2808,3,"Centre, deep spot",450044,782248,11-May-17,11.60
LOON LAKE,DYSART ET AL,2808,3,"Centre, deep spot",450044,782248,07-May-18,13.00
LOON LAKE,DYSART ET AL,2808,3,"Centre, deep spot",450044,782248,15-May-19,13.60
LOON LAKE,UNORGANIZED,2812,4,"Mid lake, deep spot",483819,884519,06-Jun-19,1.00
LOON LAKE,UNORGANIZED,2812,5,Mud Lake,483855,884451,06-Jun-19,1.10
LORIMER LAKE,MUNICIPALITY OF WHITESTONE,2817,4,Orof.Pt-Jones Gazebo,453147,795925,06-May-15,4.64
LORIMER LAKE,MUNICIPALITY OF WHITESTONE,2817,4,Orof.Pt-Jones Gazebo,453147,795925,17-May-16,5.02
LORIMER LAKE,MUNICIPALITY OF WHITESTONE,2817,4,Orof.Pt-Jones Gazebo,453147,795925,03-May-17,5.80
LORIMER LAKE,MUNICIPALITY OF WHITESTONE,2817,4,Orof.Pt-Jones Gazebo,453147,795925,16-May-18,5.82
LORIMER LAKE,MUNICIPALITY OF WHITESTONE,2817,4,Orof.Pt-Jones Gazebo,453147,795925,08-May-19,6.20
LORIMER LAKE,MUNICIPALITY OF WHITESTONE,2817,4,Orof.Pt-Jones Gazebo,453147,795925,12-May-20,6.20
LORIMER LAKE,MUNICIPALITY OF WHITESTONE,2817,5,E of Jubilee Island,453255,795725,17-May-15,4.23
LORIMER LAKE,MUNICIPALITY OF WHITESTONE,2817,5,E of Jubilee Island,453255,795725,06-May-16,4.78
LOUCKS LAKE,N KAWARTHA,6511,1,"Mid Lake, deep spot",444054,781318,07-May-15,0.56
LOUCKS LAKE,N KAWARTHA,6511,1,"Mid Lake, deep spot",444054,781318,02-May-16,0.60
LOUCKS LAKE,N KAWARTHA,6511,1,"Mid Lake, deep spot",444054,781318,17-May-17,0.58
LOUCKS LAKE,N KAWARTHA,6511,1,"Mid Lake, deep spot",444054,781318,07-Jun-19,0.50
LOUCKS LAKE,N KAWARTHA,6511,1,"Mid Lake, deep spot",444054,781318,15-Jul-20,0.62
LOUGHBOROUGH LAKE,LOUGHBOROUGH,6512,1,W Basin-Burega Camp,442128,763351,29-May-15,19.60
LOUGHBOROUGH LAKE,LOUGHBOROUGH,6512,1,W Basin-Burega Camp,442128,763351,13-Jun-15,19.00
LOUGHBOROUGH LAKE,LOUGHBOROUGH,6512,1,W Basin-Burega Camp,442128,763351,20-Jul-15,19.00
LOUGHBOROUGH LAKE,LOUGHBOROUGH,6512,1,W Basin-Burega Camp,442128,763351,24-May-16,18.40
LOUGHBOROUGH LAKE,LOUGHBOROUGH,6512,1,W Basin-Burega Camp,442128,763351,20-Jun-16,20.30
LOUGHBOROUGH LAKE,LOUGHBOROUGH,6512,1,W Basin-Burega Camp,442128,763351,20-Jun-16,20.30
LOUGHBOROUGH LAKE,LOUGHBOROUGH,6512,1,W Basin-Burega Camp,442128,763351,19-Jul-16,19.10
LOUGHBOROUGH LAKE,LOUGHBOROUGH,6512,1,W Basin-Burega Camp,442128,763351,27-May-17,18.20
LOUGHBOROUGH LAKE,LOUGHBOROUGH,6512,1,W Basin-Burega Camp,442128,763351,13-Jun-17,18.40
LOUGHBOROUGH LAKE,LOUGHBOROUGH,6512,1,W Basin-Burega Camp,442128,763351,17-Jul-17,18.10
LOUGHBOROUGH LAKE,LOUGHBOROUGH,6512,1,W Basin-Burega Camp,442128,763351,26-May-18,16.80
LOUGHBOROUGH LAKE,LOUGHBOROUGH,6512,1,W Basin-Burega Camp,442128,763351,30-Jun-18,16.50
LOUGHBOROUGH LAKE,LOUGHBOROUGH,6512,1,W Basin-Burega Camp,442128,763351,15-Jul-18,16.90
LOUGHBOROUGH LAKE,LOUGHBOROUGH,6512,1,W Basin-Burega Camp,442128,763351,29-May-19,16.80
LOUGHBOROUGH LAKE,LOUGHBOROUGH,6512,1,W Basin-Burega Camp,442128,763351,24-Jun-19,16.90
LOUGHBOROUGH LAKE,LOUGHBOROUGH,6512,2,E-1.8km East of Bridge,442520,762816,20-Jun-15,12.50
LOUGHBOROUGH LAKE,LOUGHBOROUGH,6512,2,E-1.8km East of Bridge,442520,762816,14-May-16,17.30
LOUGHBOROUGH LAKE,LOUGHBOROUGH,6512,2,E-1.8km East of Bridge,442520,762816,24-Jun-16,16.50
LOUGHBOROUGH LAKE,LOUGHBOROUGH,6512,2,E-1.8km East of Bridge,442520,762816,24-Jun-16,16.50
